?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CLO_0008085>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H358 cell"	
<http://purl.obolibrary.org/obo/CLO_0006960>	<http://www.w3.org/2000/01/rdf-schema#label>	"I-P94 cell"	
<http://purl.obolibrary.org/obo/CLO_0009569>	<http://www.w3.org/2000/01/rdf-schema#label>	"WEHI 3B cell"	
<http://purl.obolibrary.org/obo/CLO_0006784>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1347 cell"	
<http://purl.obolibrary.org/obo/CLO_0008312>	<http://www.w3.org/2000/01/rdf-schema#label>	"P25.48 cell"	
<http://purl.obolibrary.org/obo/CLO_0050928>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1513 cell"	
<http://purl.obolibrary.org/obo/CLO_0008136>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCTC clone 1469 cell"	
<http://purl.obolibrary.org/obo/CLO_0005351>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF046/80 cell"	
<http://purl.obolibrary.org/obo/CLO_0005175>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF038/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0002390>	<http://www.w3.org/2000/01/rdf-schema#label>	"CF84ls cell"	
<http://purl.obolibrary.org/obo/CLO_0006835>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-679 cell"	
<http://purl.obolibrary.org/obo/CLO_0006659>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL034/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0003874>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 198.Ton cell"	
<http://purl.obolibrary.org/obo/CLO_0005402>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF048/96 cell"	
<http://purl.obolibrary.org/obo/CLO_0003698>	<http://www.w3.org/2000/01/rdf-schema#label>	"HeLa229 cell"	
<http://purl.obolibrary.org/obo/CLO_0005226>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF040/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0002441>	<http://www.w3.org/2000/01/rdf-schema#label>	"CHO211PV cell"	
<http://purl.obolibrary.org/obo/CLO_0002265>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-1079Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0003925>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 325.Ln cell"	
<http://purl.obolibrary.org/obo/CLO_0002089>	<http://www.w3.org/2000/01/rdf-schema#label>	"C1294a cell"	
<http://purl.obolibrary.org/obo/CLO_0003749>	<http://www.w3.org/2000/01/rdf-schema#label>	"HIAE-55 cell"	
<http://purl.obolibrary.org/obo/CLO_0002316>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-32Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0051562>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1449 cell"	
<http://purl.obolibrary.org/obo/CLO_0051386>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0075 cell"	
<http://purl.obolibrary.org/obo/CLO_0051613>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2943 cell"	
<http://purl.obolibrary.org/obo/CLO_0007293>	<http://www.w3.org/2000/01/rdf-schema#label>	"L-DR2-Dw12 cell"	
<http://purl.obolibrary.org/obo/CLO_0051437>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1807 cell"	
<http://purl.obolibrary.org/obo/CLO_0008953>	<http://www.w3.org/2000/01/rdf-schema#label>	"SBV86M cell"	
<http://purl.obolibrary.org/obo/CLO_0008777>	<http://www.w3.org/2000/01/rdf-schema#label>	"RED-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0005992>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF086/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0050004>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0406 cell"	
<http://purl.obolibrary.org/obo/CLO_0007520>	<http://www.w3.org/2000/01/rdf-schema#label>	"MAb 951-5-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0007344>	<http://www.w3.org/2000/01/rdf-schema#label>	"LM 3 cell"	
<http://purl.obolibrary.org/obo/CLO_0007168>	<http://www.w3.org/2000/01/rdf-schema#label>	"L18 cell"	
<http://purl.obolibrary.org/obo/CLO_0004383>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGA188/78 cell"	
<http://purl.obolibrary.org/obo/CLO_0008828>	<http://www.w3.org/2000/01/rdf-schema#label>	"RL cell"	
<http://purl.obolibrary.org/obo/CLO_0005867>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF076/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0004610>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF011/98 cell"	
<http://purl.obolibrary.org/obo/CLO_0007219>	<http://www.w3.org/2000/01/rdf-schema#label>	"L929 cell"	
<http://purl.obolibrary.org/obo/CLO_0004434>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF003/81 cell"	
<http://purl.obolibrary.org/obo/CLO_0004258>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSB-2 cell"	
<http://purl.obolibrary.org/obo/CLO_0001473>	<http://www.w3.org/2000/01/rdf-schema#label>	"74-11-10 cell"	
<http://purl.obolibrary.org/obo/CLO_0003001>	<http://www.w3.org/2000/01/rdf-schema#label>	"FB2.Ln cell"	
<http://purl.obolibrary.org/obo/CLO_0005918>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF080/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0001297>	<http://www.w3.org/2000/01/rdf-schema#label>	"32D Clone 3 cell"	
<http://purl.obolibrary.org/obo/CLO_0002957>	<http://www.w3.org/2000/01/rdf-schema#label>	"F.thy 62891 cell"	
<http://purl.obolibrary.org/obo/CLO_0001700>	<http://www.w3.org/2000/01/rdf-schema#label>	"AKR1.G.1.OVAR.1.26 cell"	
<http://purl.obolibrary.org/obo/CLO_0004309>	<http://www.w3.org/2000/01/rdf-schema#label>	"HVS-SILVA 40 cell"	
<http://purl.obolibrary.org/obo/CLO_0037293>	<http://www.w3.org/2000/01/rdf-schema#label>	"OV7 cell"@en	
<http://purl.obolibrary.org/obo/CLO_0001524>	<http://www.w3.org/2000/01/rdf-schema#label>	"9 BG 5 cell"	
<http://purl.obolibrary.org/obo/CLO_0050770>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1153 cell"	
<http://purl.obolibrary.org/obo/CLO_0001348>	<http://www.w3.org/2000/01/rdf-schema#label>	"3T3 MEFs WT cell"	
<http://purl.obolibrary.org/obo/CLO_0050594>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1579 cell"	
<http://purl.obolibrary.org/obo/CLO_0037520>	<http://www.w3.org/2000/01/rdf-schema#label>	"CS04iALS-SOD1H44Rn3 cell"	
<http://purl.obolibrary.org/obo/CLO_0009462>	<http://www.w3.org/2000/01/rdf-schema#label>	"U-698-M cell"	
<http://purl.obolibrary.org/obo/CLO_0050821>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0009 cell"	
<http://purl.obolibrary.org/obo/CLO_0037168>	<http://www.w3.org/2000/01/rdf-schema#label>	"ALL-SIL cell"	
<http://purl.obolibrary.org/obo/CLO_0009286>	<http://www.w3.org/2000/01/rdf-schema#label>	"T-D94 cell"	
<http://purl.obolibrary.org/obo/CLO_0050645>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0388 cell"	
<http://purl.obolibrary.org/obo/CLO_0050469>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0418 cell"	
<http://purl.obolibrary.org/obo/CLO_0007985>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H128 cell"	
<http://purl.obolibrary.org/obo/CLO_0009513>	<http://www.w3.org/2000/01/rdf-schema#label>	"VBA88MIL2 cell"	
<http://purl.obolibrary.org/obo/CLO_0037219>	<http://www.w3.org/2000/01/rdf-schema#label>	"HeLa-MAGI-CCR5"@en	
<http://purl.obolibrary.org/obo/CLO_0009337>	<http://www.w3.org/2000/01/rdf-schema#label>	"TGP 55 cell"	
<http://purl.obolibrary.org/obo/CLO_0006552>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL009/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0006376>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF132/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0003591>	<http://www.w3.org/2000/01/rdf-schema#label>	"H25B10 cell"	
<http://purl.obolibrary.org/obo/CLO_0006603>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL017/97 cell"	
<http://purl.obolibrary.org/obo/CLO_0004899>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF025/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0006427>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF154/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0003642>	<http://www.w3.org/2000/01/rdf-schema#label>	"HCC1599 BL cell"	
<http://purl.obolibrary.org/obo/CLO_0003466>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gd1WE cell"	
<http://purl.obolibrary.org/obo/CLO_0002033>	<http://www.w3.org/2000/01/rdf-schema#label>	"BS1-B4 cell"	
<http://purl.obolibrary.org/obo/CLO_0001989>	<http://www.w3.org/2000/01/rdf-schema#label>	"B-L94 cell"	
<http://purl.obolibrary.org/obo/CLO_0003517>	<http://www.w3.org/2000/01/rdf-schema#label>	"GM00863 cell"	
<http://purl.obolibrary.org/obo/CLO_0051330>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0400 cell"	
<http://purl.obolibrary.org/obo/CLO_0051154>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0118 cell"	
<http://purl.obolibrary.org/obo/CLO_0008670>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVCB-EDS516 cell"	
<http://purl.obolibrary.org/obo/CLO_0008494>	<http://www.w3.org/2000/01/rdf-schema#label>	"PS 45 cell"	
<http://purl.obolibrary.org/obo/CLO_0007061>	<http://www.w3.org/2000/01/rdf-schema#label>	"K-562 clone A cell"	
<http://purl.obolibrary.org/obo/CLO_0009978>	<http://www.w3.org/2000/01/rdf-schema#label>	"KMRC-20 cell"	
<http://purl.obolibrary.org/obo/CLO_0051205>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0126 cell"	
<http://purl.obolibrary.org/obo/CLO_0008721>	<http://www.w3.org/2000/01/rdf-schema#label>	"R74 cell"	
<http://purl.obolibrary.org/obo/CLO_0051029>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1990 cell"	
<http://purl.obolibrary.org/obo/CLO_0008545>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-EDS528 cell"	
<http://purl.obolibrary.org/obo/CLO_0005760>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF069/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0008369>	<http://www.w3.org/2000/01/rdf-schema#label>	"PAb 108 cell"	
<http://purl.obolibrary.org/obo/CLO_0005584>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF058/95 cell"	
<http://purl.obolibrary.org/obo/CLO_0007112>	<http://www.w3.org/2000/01/rdf-schema#label>	"KM-H2 cell"	
<http://purl.obolibrary.org/obo/CLO_0004151>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 844.Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0005811>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF072/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0001190>	<http://www.w3.org/2000/01/rdf-schema#label>	"208F cell"	
<http://purl.obolibrary.org/obo/CLO_0005635>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF061/93 cell"	
<http://purl.obolibrary.org/obo/CLO_0002850>	<http://www.w3.org/2000/01/rdf-schema#label>	"E 20 cell"	
<http://purl.obolibrary.org/obo/CLO_0005459>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF051/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0002674>	<http://www.w3.org/2000/01/rdf-schema#label>	"D2N cell"	
<http://purl.obolibrary.org/obo/CLO_0004202>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 898.T cell"	
<http://purl.obolibrary.org/obo/CLO_0002498>	<http://www.w3.org/2000/01/rdf-schema#label>	"CLNH5.5 cell"	
<http://purl.obolibrary.org/obo/CLO_0004026>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 613.Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0001241>	<http://www.w3.org/2000/01/rdf-schema#label>	"2A5 cell"	
<http://purl.obolibrary.org/obo/CLO_0002901>	<http://www.w3.org/2000/01/rdf-schema#label>	"EHS cell"	
<http://purl.obolibrary.org/obo/CLO_0001065>	<http://www.w3.org/2000/01/rdf-schema#label>	"12A5B7 cell"	
<http://purl.obolibrary.org/obo/CLO_0002725>	<http://www.w3.org/2000/01/rdf-schema#label>	"DC101 cell"	
<http://purl.obolibrary.org/obo/CLO_0002549>	<http://www.w3.org/2000/01/rdf-schema#label>	"COLO 668 cell"	
<http://purl.obolibrary.org/obo/CLO_0037061>	<http://www.w3.org/2000/01/rdf-schema#label>	"SU-DHL-4 cell"	
<http://purl.obolibrary.org/obo/CLO_0001116>	<http://www.w3.org/2000/01/rdf-schema#label>	"161BR cell"	
<http://purl.obolibrary.org/obo/CLO_0050362>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0869 cell"	
<http://purl.obolibrary.org/obo/CLO_0050186>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0283 cell"	
<http://purl.obolibrary.org/obo/CLO_0037112>	<http://www.w3.org/2000/01/rdf-schema#label>	"PL4 cell"	
<http://purl.obolibrary.org/obo/CLO_0009230>	<http://www.w3.org/2000/01/rdf-schema#label>	"SWLA2 cell"	
<http://purl.obolibrary.org/obo/CLO_0009054>	<http://www.w3.org/2000/01/rdf-schema#label>	"SK-N-DZ cell"	
<http://purl.obolibrary.org/obo/CLO_0050413>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1822 cell"	
<http://purl.obolibrary.org/obo/CLO_0006093>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF095/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0050237>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2846 cell"	
<http://purl.obolibrary.org/obo/CLO_0007753>	<http://www.w3.org/2000/01/rdf-schema#label>	"MM14.Ov cell"	
<http://purl.obolibrary.org/obo/CLO_0007577>	<http://www.w3.org/2000/01/rdf-schema#label>	"MC-116 cell"	
<http://purl.obolibrary.org/obo/CLO_0004792>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF020/89 cell"	
<http://purl.obolibrary.org/obo/CLO_0009105>	<http://www.w3.org/2000/01/rdf-schema#label>	"SNU-C2B cell"	
<http://purl.obolibrary.org/obo/CLO_0006320>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF121/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0006144>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF099/87 cell"	
<http://purl.obolibrary.org/obo/CLO_0007804>	<http://www.w3.org/2000/01/rdf-schema#label>	"MMQ cell"	
<http://purl.obolibrary.org/obo/CLO_0003183>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 4 cell"	
<http://purl.obolibrary.org/obo/CLO_0007628>	<http://www.w3.org/2000/01/rdf-schema#label>	"MD95 cell"	
<http://purl.obolibrary.org/obo/CLO_0004843>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF022/95 cell"	
<http://purl.obolibrary.org/obo/CLO_0004667>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF014/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0001882>	<http://www.w3.org/2000/01/rdf-schema#label>	"BB96P cell"	
<http://purl.obolibrary.org/obo/CLO_0003410>	<http://www.w3.org/2000/01/rdf-schema#label>	"FW11-9-2 cell"	
<http://purl.obolibrary.org/obo/CLO_0006019>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF088/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0003234>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 98 cell"	
<http://purl.obolibrary.org/obo/CLO_0003058>	<http://www.w3.org/2000/01/rdf-schema#label>	"FC81.Sp cell"	
<http://purl.obolibrary.org/obo/CLO_0004718>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF017/76 cell"	
<http://purl.obolibrary.org/obo/CLO_0001933>	<http://www.w3.org/2000/01/rdf-schema#label>	"Beta-TC-6 cell"	
<http://purl.obolibrary.org/obo/CLO_0001757>	<http://www.w3.org/2000/01/rdf-schema#label>	"AT-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0003109>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 120 cell"	
<http://purl.obolibrary.org/obo/CLO_0009871>	<http://www.w3.org/2000/01/rdf-schema#label>	"EW-24 cell"	
<http://purl.obolibrary.org/obo/CLO_0001808>	<http://www.w3.org/2000/01/rdf-schema#label>	"B25.2 cell"	
<http://purl.obolibrary.org/obo/CLO_0009695>	<http://www.w3.org/2000/01/rdf-schema#label>	"XS63 cell"	
<http://purl.obolibrary.org/obo/CLO_0008262>	<http://www.w3.org/2000/01/rdf-schema#label>	"OM87 cell"	
<http://purl.obolibrary.org/obo/CLO_0050878>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1544 cell"	
<http://purl.obolibrary.org/obo/CLO_0009922>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete: T47D cell"	
<http://purl.obolibrary.org/obo/CLO_0008086>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H378 cell"	
<http://purl.obolibrary.org/obo/CLO_0006961>	<http://www.w3.org/2000/01/rdf-schema#label>	"IPC-298 cell"	
<http://purl.obolibrary.org/obo/CLO_0006785>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1359 cell"	
<http://purl.obolibrary.org/obo/CLO_0008313>	<http://www.w3.org/2000/01/rdf-schema#label>	"P2594 cell"	
<http://purl.obolibrary.org/obo/CLO_0050929>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0205 cell"	
<http://purl.obolibrary.org/obo/CLO_0008137>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCTC clone 2472 cell"	
<http://purl.obolibrary.org/obo/CLO_0005352>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF046/81 cell"	
<http://purl.obolibrary.org/obo/CLO_0005176>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF038/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0002391>	<http://www.w3.org/2000/01/rdf-schema#label>	"C-F89 cell"	
<http://purl.obolibrary.org/obo/CLO_0006836>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-683 cell"	
<http://purl.obolibrary.org/obo/CLO_0003875>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 2.We cell"	
<http://purl.obolibrary.org/obo/CLO_0005403>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF048/97 cell"	
<http://purl.obolibrary.org/obo/CLO_0003699>	<http://www.w3.org/2000/01/rdf-schema#label>	"HELA-S3 cell"	
<http://purl.obolibrary.org/obo/CLO_0005227>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF040/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0002442>	<http://www.w3.org/2000/01/rdf-schema#label>	"CHO23PV cell"	
<http://purl.obolibrary.org/obo/CLO_0002266>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-1086Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0003926>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 329.T cell"	
<http://purl.obolibrary.org/obo/CLO_0002317>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-33Co cell"	
<http://purl.obolibrary.org/obo/CLO_0051563>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2146 cell"	
<http://purl.obolibrary.org/obo/CLO_0051387>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2854 cell"	
<http://purl.obolibrary.org/obo/CLO_0050130>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2208 cell"	
<http://purl.obolibrary.org/obo/CLO_0000133>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal melanocyte cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0007470>	<http://www.w3.org/2000/01/rdf-schema#label>	"M2-10B4 cell"	
<http://purl.obolibrary.org/obo/CLO_0051614>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2944 cell"	
<http://purl.obolibrary.org/obo/CLO_0007294>	<http://www.w3.org/2000/01/rdf-schema#label>	"L-DR4-Dw15 cell"	
<http://purl.obolibrary.org/obo/CLO_0051438>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0515 cell"	
<http://purl.obolibrary.org/obo/CLO_0008954>	<http://www.w3.org/2000/01/rdf-schema#label>	"SC cell"	
<http://purl.obolibrary.org/obo/CLO_0008778>	<http://www.w3.org/2000/01/rdf-schema#label>	"RED-4 cell"	
<http://purl.obolibrary.org/obo/CLO_0005993>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF086/86 cell"	
<http://purl.obolibrary.org/obo/CLO_0050005>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0281 cell"	
<http://purl.obolibrary.org/obo/CLO_0007521>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mab 96 cell"	
<http://purl.obolibrary.org/obo/CLO_0007345>	<http://www.w3.org/2000/01/rdf-schema#label>	"LM 4 cell"	
<http://purl.obolibrary.org/obo/CLO_0004560>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF009/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0007169>	<http://www.w3.org/2000/01/rdf-schema#label>	"L-2 cell"	
<http://purl.obolibrary.org/obo/CLO_0004384>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGEL a2 cell"	
<http://purl.obolibrary.org/obo/CLO_0008829>	<http://www.w3.org/2000/01/rdf-schema#label>	"RL-65 cell"	
<http://purl.obolibrary.org/obo/CLO_0005868>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF076/95 cell"	
<http://purl.obolibrary.org/obo/CLO_0004611>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF011/99 cell"	
<http://purl.obolibrary.org/obo/CLO_0004435>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF003/82 cell"	
<http://purl.obolibrary.org/obo/CLO_0001650>	<http://www.w3.org/2000/01/rdf-schema#label>	"AC84 cell"	
<http://purl.obolibrary.org/obo/CLO_0004259>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSDM11C11 cell"	
<http://purl.obolibrary.org/obo/CLO_0001474>	<http://www.w3.org/2000/01/rdf-schema#label>	"74-12-4 cell"	
<http://purl.obolibrary.org/obo/CLO_0003002>	<http://www.w3.org/2000/01/rdf-schema#label>	"FB2.Sp cell"	
<http://purl.obolibrary.org/obo/CLO_0005919>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF080/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0001298>	<http://www.w3.org/2000/01/rdf-schema#label>	"331.12 cell"	
<http://purl.obolibrary.org/obo/CLO_0002958>	<http://www.w3.org/2000/01/rdf-schema#label>	"F0091 cell"	
<http://purl.obolibrary.org/obo/CLO_0001701>	<http://www.w3.org/2000/01/rdf-schema#label>	"AKR-2B cell"	
<http://purl.obolibrary.org/obo/CLO_0001525>	<http://www.w3.org/2000/01/rdf-schema#label>	"9.0.4.C43 cell"	
<http://purl.obolibrary.org/obo/CLO_0050771>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0102 cell"	
<http://purl.obolibrary.org/obo/CLO_0001349>	<http://www.w3.org/2000/01/rdf-schema#label>	"3T3 NIH TK- cell"	
<http://purl.obolibrary.org/obo/CLO_0050595>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1580 cell"	
<http://purl.obolibrary.org/obo/CLO_0037521>	<http://www.w3.org/2000/01/rdf-schema#label>	"CS00iCTR-n2 cell"	
<http://purl.obolibrary.org/obo/CLO_0009463>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete: U87 MG cell"	
<http://purl.obolibrary.org/obo/CLO_0050822>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2800 cell"	
<http://purl.obolibrary.org/obo/CLO_0037169>	<http://www.w3.org/2000/01/rdf-schema#label>	"HA1E cell"	
<http://purl.obolibrary.org/obo/CLO_0009287>	<http://www.w3.org/2000/01/rdf-schema#label>	"TE cell"	
<http://purl.obolibrary.org/obo/CLO_0008030>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H1926 cell"	
<http://purl.obolibrary.org/obo/CLO_0050646>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0389 cell"	
<http://purl.obolibrary.org/obo/CLO_0007986>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H1299 cell"	
<http://purl.obolibrary.org/obo/CLO_0009514>	<http://www.w3.org/2000/01/rdf-schema#label>	"VBA88Mls cell"	
<http://purl.obolibrary.org/obo/CLO_0009338>	<http://www.w3.org/2000/01/rdf-schema#label>	"TGP47 cell"	
<http://purl.obolibrary.org/obo/CLO_0006553>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL009/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0006377>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF133/80 cell"	
